STATUS | wrapper  | 2018/03/31 18:42:02 | Base configuration file is /usr/local/hpe/oo/central/conf/central-wrapper.conf
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Server version:        Tomcat
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Server built:          unknown
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Server number:         8.0.x
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: OS Name:               Linux
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: OS Version:            3.10.0-693.11.6.el7.x86_64
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Architecture:          amd64
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Java Home:             /usr/local/hpe/oo/java
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: JVM Version:           1.8.0_152-b16
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: JVM Vendor:            Azul Systems, Inc.
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: CATALINA_BASE:         /usr/local/hpe/oo/central/tomcat
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: CATALINA_HOME:         /usr/local/hpe/oo/central/tomcat
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Command line argument: -Djava.endorsed.dirs=/usr/local/hpe/oo/central/tomcat/endorsed
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Command line argument: -Dcatalina.base=/usr/local/hpe/oo/central/tomcat
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Command line argument: -Dcatalina.home=/usr/local/hpe/oo/central/tomcat
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Command line argument: -Djava.io.tmpdir=/usr/local/hpe/oo/central/tomcat/temp
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Command line argument: -Doo.home=/usr/local/hpe/oo/central
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Command line argument: -Doo.lib=/usr/local/hpe/oo/central/tomcat/temp
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Command line argument: -XX:+HeapDumpOnOutOfMemoryError
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Command line argument: -XX:MaxPermSize=256m
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Command line argument: -Dlog4j.configuration=file:////usr/local/hpe/oo/central/conf/log4j.properties
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Command line argument: -Djava.security.policy=/usr/local/hpe/oo/central/tomcat/conf/catalina.policy
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Command line argument: -XX:+UseCompressedOops
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Command line argument: -XX:+UseParallelGC
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Command line argument: -Xss1024k
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Command line argument: -Dmgmt.url=https://go4sapmaster.helion1.hpintelco.org:8444/oo
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Command line argument: -Djava.security.egd=file:/dev/./urandom
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Command line argument: -Djavax.net.ssl.trustStore=/usr/local/hpe/oo/central/var/security/client.truststore
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Command line argument: -Djavax.net.ssl.trustStorePassword={ENCRYPTED}9Pm/Pfx2//cXZZ9p42owYQ==
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Command line argument: -Devents.persistency=false
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Command line argument: -Dout.buffer.max.buffer.weight=7500
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Command line argument: -Djavax.net.ssl.keyStore=/usr/local/hpe/oo/central/var/security/certificate.p12
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Command line argument: -Djavax.net.ssl.keyStorePassword={ENCRYPTED}9Pm/Pfx2//cXZZ9p42owYQ==
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Command line argument: -Djavax.net.ssl.keyStoreType=PKCS12
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Command line argument: -Dcloudslang.worker.numberOfExecutionThreads=20
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Command line argument: -Dcloudslang.worker.inBufferCapacity=200
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Command line argument: -Dpython.path=/usr/local/hpe/oo/central/lib/pythonlib
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Command line argument: -XX:MaxMetaspaceSize=512m
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Command line argument: -DCentral.UUID=b5fcc78f-fba4-463a-aa5e-00eeb3863f6e
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Command line argument: -DCentral.HOSTNAME=go4sapmaster.helion1.hpintelco.org
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Command line argument: -DCentral.login.hit.tolerance=2000
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Command line argument: -DCentral.login.suspend=300000
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Command line argument: -Doverride.startup.mode=LWSSO
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Command line argument: -Dusage.hostname.verification.policy=any
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Command line argument: -Dkey.pass={ENCRYPTED}fBa1s2IuP+Ao/Jzt1FRQIyayq/CFki1ts6zjC3PAxwc=
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Command line argument: -Dusage.hostname.verification.policy=any
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Command line argument: -Xms1024m
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Command line argument: -Xmx4096m
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Command line argument: -Djava.library.path=.
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Command line argument: -Dwrapper.key=8aVrlwKyC7FrYtlg6OgjdmfGz54Bqv6z
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Command line argument: -Dwrapper.port=32000
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Command line argument: -Dwrapper.jvm.port.min=31000
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Command line argument: -Dwrapper.jvm.port.max=31999
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Command line argument: -Dwrapper.disable_console_input=TRUE
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Command line argument: -Dwrapper.pid=809
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Command line argument: -Dwrapper.version=3.5.17-pro
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Command line argument: -Dwrapper.native_library=wrapper
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Command line argument: -Dwrapper.arch=x86
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Command line argument: -Dwrapper.service=TRUE
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Command line argument: -Dwrapper.cpu.timeout=10
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Command line argument: -Dwrapper.jvmid=1
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.catalina.startup.VersionLoggerListener log
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Command line argument: -Dwrapper.lang.domain=wrapper
INFO   | jvm 1    | 2018/03/31 18:42:09 | Mar 31, 2018 6:42:09 PM org.apache.coyote.AbstractProtocol init
INFO   | jvm 1    | 2018/03/31 18:42:09 | INFO: Initializing ProtocolHandler ["http-nio-8445"]
INFO   | jvm 1    | 2018/03/31 18:42:10 | Mar 31, 2018 6:42:10 PM org.apache.tomcat.util.net.NioSelectorPool getSharedSelector
INFO   | jvm 1    | 2018/03/31 18:42:10 | INFO: Using a shared selector for servlet write/read
INFO   | jvm 1    | 2018/03/31 18:42:10 | Mar 31, 2018 6:42:10 PM org.apache.catalina.startup.Catalina load
INFO   | jvm 1    | 2018/03/31 18:42:10 | INFO: Initialization processed in 1569 ms
INFO   | jvm 1    | 2018/03/31 18:42:10 | Mar 31, 2018 6:42:10 PM org.apache.catalina.core.StandardService startInternal
INFO   | jvm 1    | 2018/03/31 18:42:10 | INFO: Starting service Catalina
INFO   | jvm 1    | 2018/03/31 18:42:10 | Mar 31, 2018 6:42:10 PM org.apache.catalina.core.StandardEngine startInternal
INFO   | jvm 1    | 2018/03/31 18:42:10 | INFO: Starting Servlet Engine: Tomcat
INFO   | jvm 1    | 2018/03/31 18:42:10 | Mar 31, 2018 6:42:10 PM org.apache.catalina.startup.HostConfig deployWAR
INFO   | jvm 1    | 2018/03/31 18:42:10 | INFO: Deploying web application archive /usr/local/hpe/oo/central/tomcat/webapps/PAS.war
WARN   | wrapper  | 2018/03/31 18:42:11 | Unable to write to the status file: /usr/local/hpe/oo/central/bin/./HPOOCentral.java.status
WARN   | wrapper  | 2018/03/31 18:42:12 | Unable to write to the status file: /usr/local/hpe/oo/central/bin/./HPOOCentral.status
INFO   | jvm 1    | 2018/03/31 18:42:17 | Mar 31, 2018 6:42:17 PM org.apache.jasper.servlet.TldScanner scanJars
INFO   | jvm 1    | 2018/03/31 18:42:17 | INFO: At least one JAR was scanned for TLDs yet contained no TLDs. Enable debug logging for this logger for a complete list of JARs that were scanned but no TLDs were found in them. Skipping unneeded JARs during scanning can improve startup time and JSP compilation time.
INFO   | jvm 1    | 2018/03/31 18:42:17 | Mar 31, 2018 6:42:17 PM org.apache.catalina.core.ApplicationContext log
INFO   | jvm 1    | 2018/03/31 18:42:17 | INFO: No Spring WebApplicationInitializer types detected on classpath
INFO   | jvm 1    | 2018/03/31 18:42:17 | Mar 31, 2018 6:42:17 PM org.apache.catalina.core.ApplicationContext log
INFO   | jvm 1    | 2018/03/31 18:42:17 | INFO: Initializing Spring root WebApplicationContext
INFO   | jvm 1    | 2018/03/31 18:42:19 | Mar 31, 2018 6:42:19 PM org.apache.catalina.core.StandardContext listenerStart
INFO   | jvm 1    | 2018/03/31 18:42:19 | SEVERE: Exception sending context initialized event to listener instance of class org.springframework.web.context.ContextLoaderListener
INFO   | jvm 1    | 2018/03/31 18:42:19 | org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'PASAuthenticationHelper': Injection of autowired dependencies failed; nested exception is org.springframework.beans.factory.BeanCreationException: Could not autowire field: private com.hp.oo.content.management.services.ContentPackService com.hp.oo.ws.PASAuthenticationHelper.contentPackService; nested exception is org.springframework.beans.factory.NoSuchBeanDefinitionException: No qualifying bean of type [com.hp.oo.content.management.services.ContentPackService] found for dependency: expected at least 1 bean which qualifies as autowire candidate for this dependency. Dependency annotations: {@org.springframework.beans.factory.annotation.Autowired(required=true)}
INFO   | jvm 1    | 2018/03/31 18:42:19 | Related cause: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'pasFlowDataService' defined in ServletContext resource [/WEB-INF/remote-beans-context.xml]: Cannot resolve reference to bean 'authHttpExecutor' while setting bean property 'httpInvokerRequestExecutor'; nested exception is org.springframework.beans.factory.BeanCurrentlyInCreationException: Error creating bean with name 'authHttpExecutor': Requested bean is currently in creation: Is there an unresolvable circular reference?
INFO   | jvm 1    | 2018/03/31 18:42:19 | Related cause: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'triggeringService' defined in ServletContext resource [/WEB-INF/remote-beans-context.xml]: Cannot resolve reference to bean 'authHttpExecutor' while setting bean property 'httpInvokerRequestExecutor'; nested exception is org.springframework.beans.factory.BeanCurrentlyInCreationException: Error creating bean with name 'authHttpExecutor': Requested bean is currently in creation: Is there an unresolvable circular reference?
INFO   | jvm 1    | 2018/03/31 18:42:19 | Related cause: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'deployedEntityService' defined in ServletContext resource [/WEB-INF/remote-beans-context.xml]: Cannot resolve reference to bean 'authHttpExecutor' while setting bean property 'httpInvokerRequestExecutor'; nested exception is org.springframework.beans.factory.BeanCurrentlyInCreationException: Error creating bean with name 'authHttpExecutor': Requested bean is currently in creation: Is there an unresolvable circular reference?
INFO   | jvm 1    | 2018/03/31 18:42:19 | Related cause: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'flowDataService' defined in ServletContext resource [/WEB-INF/remote-beans-context.xml]: Cannot resolve reference to bean 'authHttpExecutor' while setting bean property 'httpInvokerRequestExecutor'; nested exception is org.springframework.beans.factory.BeanCurrentlyInCreationException: Error creating bean with name 'authHttpExecutor': Requested bean is currently in creation: Is there an unresolvable circular reference?
INFO   | jvm 1    | 2018/03/31 18:42:19 | Related cause: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'l10nDataService' defined in ServletContext resource [/WEB-INF/remote-beans-context.xml]: Cannot resolve reference to bean 'authHttpExecutor' while setting bean property 'httpInvokerRequestExecutor'; nested exception is org.springframework.beans.factory.BeanCurrentlyInCreationException: Error creating bean with name 'authHttpExecutor': Requested bean is currently in creation: Is there an unresolvable circular reference?
INFO   | jvm 1    | 2018/03/31 18:42:19 | Related cause: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'schedulerService' defined in ServletContext resource [/WEB-INF/remote-beans-context.xml]: Cannot resolve reference to bean 'authHttpExecutor' while setting bean property 'httpInvokerRequestExecutor'; nested exception is org.springframework.beans.factory.BeanCurrentlyInCreationException: Error creating bean with name 'authHttpExecutor': Requested bean is currently in creation: Is there an unresolvable circular reference?
INFO   | jvm 1    | 2018/03/31 18:42:19 | Related cause: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'flowExecutionService' defined in ServletContext resource [/WEB-INF/remote-beans-context.xml]: Cannot resolve reference to bean 'authHttpExecutor' while setting bean property 'httpInvokerRequestExecutor'; nested exception is org.springframework.beans.factory.BeanCurrentlyInCreationException: Error creating bean with name 'authHttpExecutor': Requested bean is currently in creation: Is there an unresolvable circular reference?
INFO   | jvm 1    | 2018/03/31 18:42:19 | Related cause: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'executionActionsService' defined in ServletContext resource [/WEB-INF/remote-beans-context.xml]: Cannot resolve reference to bean 'authHttpExecutor' while setting bean property 'httpInvokerRequestExecutor'; nested exception is org.springframework.beans.factory.BeanCurrentlyInCreationException: Error creating bean with name 'authHttpExecutor': Requested bean is currently in creation: Is there an unresolvable circular reference?
INFO   | jvm 1    | 2018/03/31 18:42:19 | Related cause: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'contentPackService' defined in ServletContext resource [/WEB-INF/remote-beans-context.xml]: Cannot resolve reference to bean 'authHttpExecutor' while setting bean property 'httpInvokerRequestExecutor'; nested exception is org.springframework.beans.factory.BeanCurrentlyInCreationException: Error creating bean with name 'authHttpExecutor': Requested bean is currently in creation: Is there an unresolvable circular reference?
INFO   | jvm 1    | 2018/03/31 18:42:19 | Related cause: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'wsExecutionBridgeService' defined in ServletContext resource [/WEB-INF/remote-beans-context.xml]: Cannot resolve reference to bean 'authHttpExecutor' while setting bean property 'httpInvokerRequestExecutor'; nested exception is org.springframework.beans.factory.BeanCurrentlyInCreationException: Error creating bean with name 'authHttpExecutor': Requested bean is currently in creation: Is there an unresolvable circular reference?
INFO   | jvm 1    | 2018/03/31 18:42:19 | Related cause: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'configurationService' defined in ServletContext resource [/WEB-INF/remote-beans-context.xml]: Cannot resolve reference to bean 'authHttpExecutor' while setting bean property 'httpInvokerRequestExecutor'; nested exception is org.springframework.beans.factory.BeanCurrentlyInCreationException: Error creating bean with name 'authHttpExecutor': Requested bean is currently in creation: Is there an unresolvable circular reference?
INFO   | jvm 1    | 2018/03/31 18:42:19 | Related cause: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'entitlementService' defined in ServletContext resource [/WEB-INF/remote-beans-context.xml]: Cannot resolve reference to bean 'authHttpExecutor' while setting bean property 'httpInvokerRequestExecutor'; nested exception is org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'authHttpExecutor' defined in ServletContext resource [/WEB-INF/remote-beans-context.xml]: Cannot create inner bean 'com.hp.oo.rest.client.HttpClientFactoryBean#4d10adc6' of type [com.hp.oo.rest.client.HttpClientFactoryBean] while setting constructor argument; nested exception is org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'com.hp.oo.rest.client.HttpClientFactoryBean#4d10adc6': FactoryBean threw exception on object creation; nested exception is java.lang.RuntimeException: Failed to set SSL Context. Reason: Keystore was tampered with, or password was incorrect
